월,일,시,건구온도(℃),기압(hPa),운량(1~10),적설량(cm),강우량(mm),풍향,상대습도(%),수평면일사(W/m2),운형,퐁속(m/s),이슬점온도(℃),절대습도(Kg/Kg),공기밀도(Kg/㎥),엔탈피(KJ/Kg),직달일사(W/㎡),,
1,7 ,3,2.20 ,1015.5 ,0 ,0.00 ,0.00 ,ENE,40 ,0.00 ,0,4.8 ,-9.80 ,0.0018 ,1.2820 ,6.62 ,0.00 ,,
1,7 ,4,1.20 ,1016.1 ,0 ,0.00 ,0.00 ,NE,38 ,0.00 ,0,5.3 ,-11.77 ,0.0016 ,1.2866 ,5.14 ,0.00 ,,
1,7 ,5,0.20 ,1016.6 ,0 ,0.00 ,0.00 ,NE,37 ,0.00 ,0,3.2 ,-13.73 ,0.0014 ,1.2913 ,3.70 ,0.00 ,,
1,7 ,6,-0.60 ,1017.2 ,0 ,0.00 ,0.00 ,NE,35 ,0.00 ,0,6.7 ,-15.70 ,0.0013 ,1.2951 ,2.54 ,0.00 ,,
1,7 ,7,-1.30 ,1018.0 ,0 ,0.00 ,0.00 ,NE,34 ,0.00 ,0,2.7 ,-15.70 ,0.0012 ,1.2985 ,1.60 ,0.00 ,,
1,7 ,8,-1.50 ,1018.9 ,0 ,0.00 ,0.00 ,NE,33 ,0.00 ,0,3.3 ,-15.70 ,0.0011 ,1.2994 ,1.27 ,0.00 ,,
1,7 ,9,-1.20 ,1019.7 ,0 ,0.00 ,0.00 ,NE,32 ,133.33 ,0,7.7 ,-15.70 ,0.0011 ,1.2980 ,1.55 ,27.15 ,,
1,7 ,10,-0.90 ,1019.3 ,0 ,0.00 ,0.00 ,NE,31 ,283.33 ,0,2.7 ,-15.30 ,0.0011 ,1.2966 ,1.79 ,110.19 ,,
1,7 ,11,1.10 ,1019.0 ,0 ,0.00 ,0.00 ,NNE,29 ,425.00 ,0,3.7 ,-14.90 ,0.0012 ,1.2871 ,4.09 ,223.18 ,,
1,7 ,12,2.10 ,1018.6 ,0 ,0.00 ,0.00 ,NNE,28 ,525.00 ,0,3.8 ,-14.50 ,0.0012 ,1.2824 ,5.18 ,316.46 ,,
1,7 ,13,4.40 ,1017.8 ,0 ,0.00 ,0.00 ,NE,26 ,558.33 ,0,2.7 ,-14.50 ,0.0014 ,1.2718 ,7.82 ,354.85 ,,
1,7 ,14,3.70 ,1017.0 ,0 ,0.00 ,0.00 ,NNW,25 ,538.89 ,0,4.2 ,-14.50 ,0.0012 ,1.2750 ,6.75 ,353.48 ,,
1,7 ,15,4.60 ,1016.2 ,0 ,0.00 ,0.00 ,N,23 ,436.11 ,0,3.2 ,-14.50 ,0.0012 ,1.2709 ,7.63 ,286.94 ,,
1,7 ,16,4.50 ,1016.2 ,1 ,0.00 ,0.00 ,N,23 ,283.33 ,0,5.5 ,-15.37 ,0.0012 ,1.2713 ,7.47 ,186.61 ,,
1,7 ,17,3.50 ,1016.2 ,1 ,0.00 ,0.00 ,N,22 ,91.67 ,Ci,3.3 ,-16.23 ,0.0011 ,1.2759 ,6.22 ,59.73 ,,
1,7 ,18,1.90 ,1016.2 ,2 ,0.00 ,0.00 ,N,22 ,0.00 ,Ci,3.5 ,-17.10 ,0.0009 ,1.2834 ,4.28 ,0.00 ,,
1,7 ,19,1.50 ,1016.0 ,1 ,0.00 ,0.00 ,NNE,22 ,0.00 ,Ci,5.2 ,-17.63 ,0.0009 ,1.2852 ,3.81 ,0.00 ,,
1,7 ,20,1.40 ,1015.7 ,1 ,0.00 ,0.00 ,NNE,22 ,0.00 ,0,4.7 ,-18.17 ,0.0009 ,1.2857 ,3.70 ,0.00 ,,
1,7 ,21,1.10 ,1015.5 ,0 ,0.00 ,0.00 ,NNW,22 ,0.00 ,0,2.3 ,-18.70 ,0.0009 ,1.2871 ,3.34 ,0.00 ,,
1,7 ,22,1.00 ,1015.3 ,0 ,0.00 ,0.00 ,NNE,23 ,0.00 ,0,3.0 ,-18.17 ,0.0009 ,1.2876 ,3.30 ,0.00 ,,
1,7 ,23,0.40 ,1015.1 ,1 ,0.00 ,0.00 ,NE,23 ,0.00 ,Sc,1.5 ,-17.63 ,0.0009 ,1.2904 ,2.66 ,0.00 ,,
1,7 ,24,0.60 ,1014.9 ,1 ,0.00 ,0.00 ,NE,24 ,0.00 ,Sc,3.5 ,-17.10 ,0.0009 ,1.2895 ,2.96 ,0.00 ,,
1,8 ,1,0.15 ,1014.6 ,2 ,0.00 ,0.00 ,ENE,24 ,0.00 ,Ci,3.2 ,-17.37 ,0.0009 ,1.2916 ,2.46 ,0.00 ,,
1,8 ,2,0.10 ,1014.3 ,2 ,0.00 ,0.00 ,NE,25 ,0.00 ,Sc,3.8 ,-17.63 ,0.0009 ,1.2918 ,2.43 ,0.00 ,,
1,8 ,3,-0.30 ,1014.0 ,3 ,0.00 ,0.00 ,ENE,25 ,0.00 ,Sc,3.0 ,-17.90 ,0.0009 ,1.2937 ,2.00 ,0.00 ,,
1,8 ,4,-0.60 ,1013.5 ,2 ,0.00 ,0.00 ,ENE,29 ,0.00 ,Sc,1.3 ,-16.37 ,0.0010 ,1.2951 ,2.00 ,0.00 ,,
1,8 ,5,-0.80 ,1013.1 ,1 ,0.00 ,0.00 ,ENE,33 ,0.00 ,0,6.3 ,-14.83 ,0.0012 ,1.2961 ,2.12 ,0.00 ,,
1,8 ,6,-0.70 ,1012.6 ,0 ,0.00 ,0.00 ,NE,37 ,0.00 ,0,6.7 ,-13.30 ,0.0013 ,1.2956 ,2.60 ,0.00 ,,
1,8 ,7,-0.80 ,1012.9 ,1 ,0.00 ,0.00 ,NE,38 ,0.00 ,0,5.0 ,-12.77 ,0.0014 ,1.2961 ,2.59 ,0.00 ,,
1,8 ,8,-0.90 ,1013.1 ,1 ,0.00 ,0.00 ,NE,40 ,0.00 ,Sc,5.8 ,-12.23 ,0.0014 ,1.2966 ,2.59 ,0.00 ,,
1,8 ,9,-0.30 ,1013.4 ,2 ,0.00 ,0.00 ,NE,41 ,88.89 ,Sc,3.5 ,-11.70 ,0.0015 ,1.2937 ,3.47 ,8.12 ,,
1,8 ,10,0.60 ,1012.8 ,1 ,0.00 ,0.00 ,NE,39 ,255.56 ,Sc,5.5 ,-10.80 ,0.0015 ,1.2895 ,4.47 ,80.34 ,,
1,8 ,11,2.50 ,1012.3 ,1 ,0.00 ,0.00 ,NE,38 ,402.78 ,0,4.0 ,-9.90 ,0.0017 ,1.2806 ,6.76 ,193.79 ,,
1,8 ,12,4.80 ,1011.7 ,0 ,0.00 ,0.00 ,NE,36 ,488.89 ,0,3.3 ,-9.00 ,0.0019 ,1.2700 ,9.61 ,269.78 ,,
1,8 ,13,6.80 ,1011.0 ,0 ,0.00 ,0.00 ,NNW,34 ,538.89 ,0,3.2 ,-8.37 ,0.0021 ,1.2609 ,12.08 ,331.62 ,,
1,8 ,14,8.80 ,1010.3 ,1 ,0.00 ,0.00 ,NW,33 ,511.11 ,Ci,4.8 ,-7.73 ,0.0023 ,1.2519 ,14.57 ,326.16 ,,
1,8 ,15,9.00 ,1009.6 ,1 ,0.00 ,0.00 ,NNW,31 ,408.33 ,Ci,4.0 ,-7.10 ,0.0022 ,1.2511 ,14.56 ,260.66 ,,
1,8 ,16,8.60 ,1009.6 ,1 ,0.00 ,0.00 ,NNW,32 ,255.56 ,Ci,4.3 ,-7.73 ,0.0022 ,1.2528 ,14.24 ,160.03 ,,
1,8 ,17,7.00 ,1009.6 ,1 ,0.00 ,0.00 ,WNW,34 ,88.89 ,Ci,4.7 ,-8.37 ,0.0021 ,1.2600 ,12.25 ,58.41 ,,
1,8 ,18,5.20 ,1009.6 ,1 ,0.00 ,0.00 ,NW,35 ,0.00 ,Ci,4.5 ,-9.00 ,0.0019 ,1.2681 ,10.01 ,0.00 ,,
1,8 ,19,4.40 ,1009.7 ,1 ,0.00 ,0.00 ,NNW,39 ,0.00 ,Ci,4.0 ,-8.23 ,0.0020 ,1.2718 ,9.46 ,0.00 ,,
1,8 ,20,4.30 ,1009.9 ,0 ,0.00 ,0.00 ,NNW,43 ,0.00 ,0,5.5 ,-7.47 ,0.0022 ,1.2723 ,9.84 ,0.00 ,,
1,8 ,21,4.00 ,1010.0 ,0 ,0.00 ,0.00 ,N,47 ,0.00 ,0,4.3 ,-6.70 ,0.0024 ,1.2736 ,9.92 ,0.00 ,,
1,8 ,22,4.10 ,1010.0 ,0 ,0.00 ,0.00 ,NE,46 ,0.00 ,0,3.7 ,-6.60 ,0.0023 ,1.2732 ,9.98 ,0.00 ,,
1,8 ,23,3.90 ,1010.0 ,0 ,0.00 ,0.00 ,N,46 ,0.00 ,0,2.5 ,-6.50 ,0.0023 ,1.2741 ,9.61 ,0.00 ,,
1,8 ,24,4.20 ,1010.0 ,0 ,0.00 ,0.00 ,NNW,45 ,0.00 ,0,3.0 ,-6.40 ,0.0023 ,1.2727 ,9.95 ,0.00 ,,
1,9 ,1,3.80 ,1009.9 ,0 ,0.00 ,0.00 ,NNW,47 ,0.00 ,Sc,2.7 ,-6.17 ,0.0023 ,1.2746 ,9.60 ,0.00 ,,
1,9 ,2,3.50 ,1009.7 ,0 ,0.00 ,0.00 ,NNW,48 ,0.00 ,0,2.0 ,-5.93 ,0.0023 ,1.2759 ,9.38 ,0.00 ,,
1,9 ,3,3.40 ,1009.6 ,0 ,0.00 ,0.00 ,NNW,50 ,0.00 ,0,0.3 ,-5.70 ,0.0024 ,1.2764 ,9.44 ,0.00 ,,
1,9 ,4,2.60 ,1009.4 ,0 ,0.00 ,0.00 ,정온,55 ,0.00 ,0,0.0 ,-5.00 ,0.0025 ,1.2801 ,8.87 ,0.00 ,,
1,9 ,5,2.50 ,1009.3 ,0 ,0.00 ,0.00 ,NNE,60 ,0.00 ,0,1.3 ,-4.30 ,0.0027 ,1.2806 ,9.29 ,0.00 ,,
1,9 ,6,2.40 ,1009.1 ,0 ,0.00 ,0.00 ,NNE,65 ,0.00 ,0,1.5 ,-3.60 ,0.0029 ,1.2810 ,9.70 ,0.00 ,,
1,9 ,7,2.20 ,1009.7 ,0 ,0.00 ,0.00 ,NNE,66 ,0.00 ,0,0.3 ,-2.63 ,0.0029 ,1.2820 ,9.51 ,0.00 ,,
1,9 ,8,2.60 ,1010.3 ,0 ,0.00 ,0.00 ,NE,67 ,0.00 ,0,2.7 ,-1.67 ,0.0030 ,1.2801 ,10.24 ,0.00 ,,
1,9 ,9,4.60 ,1010.9 ,0 ,0.00 ,0.00 ,SE,68 ,88.89 ,0,1.0 ,-0.70 ,0.0036 ,1.2709 ,13.55 ,8.09 ,,
1,9 ,10,8.00 ,1010.7 ,0 ,0.00 ,0.00 ,NNW,61 ,238.89 ,0,2.3 ,-0.33 ,0.0040 ,1.2555 ,18.20 ,64.57 ,,
1,9 ,11,9.90 ,1010.4 ,0 ,0.00 ,0.00 ,W,54 ,375.00 ,0,0.7 ,0.03 ,0.0041 ,1.2471 ,20.19 ,158.67 ,,
1,9 ,12,11.00 ,1010.2 ,0 ,0.00 ,0.00 ,NE,47 ,486.11 ,0,2.3 ,0.40 ,0.0038 ,1.2423 ,20.65 ,264.82 ,,
1,9 ,13,11.50 ,1009.9 ,0 ,0.00 ,0.00 ,N,46 ,527.78 ,0,3.0 ,0.63 ,0.0039 ,1.2401 ,21.27 ,316.83 ,,
1,9 ,14,12.70 ,1009.6 ,0 ,0.00 ,0.00 ,ENE,45 ,491.67 ,0,1.0 ,0.87 ,0.0041 ,1.2349 ,23.06 ,302.95 ,,
1,9 ,15,13.00 ,1009.3 ,0 ,0.00 ,0.00 ,N,44 ,397.22 ,0,3.0 ,1.10 ,0.0041 ,1.2336 ,23.33 ,246.89 ,,
1,9 ,16,13.00 ,1009.5 ,0 ,0.00 ,0.00 ,NW,46 ,247.22 ,0,2.7 ,0.73 ,0.0043 ,1.2336 ,23.88 ,148.48 ,,
1,9 ,17,11.30 ,1009.6 ,0 ,0.00 ,0.00 ,NNW,49 ,83.33 ,0,2.3 ,0.37 ,0.0040 ,1.2409 ,21.50 ,51.75 ,,
1,9 ,18,9.70 ,1009.8 ,0 ,0.00 ,0.00 ,NW,51 ,0.00 ,0,2.2 ,0.00 ,0.0038 ,1.2480 ,19.28 ,0.00 ,,
1,9 ,19,8.70 ,1010.3 ,0 ,0.00 ,0.00 ,NNE,53 ,0.00 ,0,3.3 ,-0.23 ,0.0037 ,1.2524 ,18.00 ,0.00 ,,
1,9 ,20,13.00 ,1010.8 ,0 ,0.00 ,0.00 ,NE,55 ,0.00 ,0,1.2 ,-0.47 ,0.0051 ,1.2336 ,25.92 ,0.00 ,,
1,9 ,21,7.40 ,1011.3 ,0 ,0.00 ,0.00 ,E,57 ,0.00 ,0,1.3 ,-0.70 ,0.0036 ,1.2582 ,16.54 ,0.00 ,,
1,9 ,22,7.10 ,1011.4 ,0 ,0.00 ,0.00 ,S,60 ,0.00 ,0,1.7 ,-0.27 ,0.0037 ,1.2595 ,16.52 ,0.00 ,,
1,9 ,23,6.80 ,1011.6 ,0 ,0.00 ,0.00 ,S,63 ,0.00 ,0,0.7 ,0.17 ,0.0038 ,1.2609 ,16.49 ,0.00 ,,
1,9 ,24,6.60 ,1011.7 ,0 ,0.00 ,0.00 ,SE,66 ,0.00 ,0,1.7 ,0.60 ,0.0040 ,1.2618 ,16.61 ,0.00 ,,
1,10 ,1,6.20 ,1011.7 ,0 ,0.00 ,0.00 ,ESE,68 ,0.00 ,0,1.0 ,0.70 ,0.0040 ,1.2636 ,16.23 ,0.00 ,,
1,10 ,2,5.80 ,1011.8 ,0 ,0.00 ,0.00 ,S,70 ,0.00 ,0,0.7 ,0.80 ,0.0040 ,1.2654 ,15.84 ,0.00 ,,
1,10 ,3,5.40 ,1011.8 ,0 ,0.00 ,0.00 ,SE,72 ,0.00 ,0,1.3 ,0.90 ,0.0040 ,1.2672 ,15.44 ,0.00 ,,
1,10 ,4,5.80 ,1011.5 ,0 ,0.00 ,0.00 ,SE,71 ,0.00 ,0,2.0 ,0.80 ,0.0040 ,1.2654 ,15.93 ,0.00 ,,
1,10 ,5,5.60 ,1011.2 ,0 ,0.00 ,0.00 ,E,69 ,0.00 ,0,2.0 ,0.70 ,0.0039 ,1.2663 ,15.40 ,0.00 ,,
1,10 ,6,6.10 ,1010.9 ,0 ,0.00 ,0.00 ,N,68 ,0.00 ,0,2.7 ,0.60 ,0.0040 ,1.2641 ,16.06 ,0.00 ,,
1,10 ,7,5.70 ,1011.4 ,0 ,0.00 ,0.00 ,WNW,69 ,0.00 ,0,1.3 ,1.03 ,0.0039 ,1.2659 ,15.57 ,0.00 ,,
1,10 ,8,5.70 ,1011.8 ,0 ,0.00 ,0.00 ,N,71 ,0.00 ,0,1.3 ,1.47 ,0.0040 ,1.2659 ,15.76 ,0.00 ,,
1,10 ,9,6.60 ,1012.3 ,0 ,0.00 ,0.00 ,SSW,72 ,77.78 ,0,1.0 ,1.90 ,0.0043 ,1.2618 ,17.52 ,6.26 ,,
1,10 ,10,9.00 ,1012.0 ,2 ,0.00 ,0.00 ,SSW,65 ,213.89 ,0,0.7 ,2.53 ,0.0046 ,1.2511 ,20.71 ,44.85 ,,
1,10 ,11,11.10 ,1011.8 ,4 ,0.00 ,0.00 ,NNE,59 ,322.22 ,Ci,1.5 ,3.17 ,0.0048 ,1.2418 ,23.23 ,100.53 ,,
1,10 ,12,13.40 ,1011.5 ,6 ,0.00 ,0.00 ,SSE,52 ,425.00 ,Ci,1.0 ,3.80 ,0.0049 ,1.2319 ,25.94 ,186.28 ,,
1,10 ,13,14.40 ,1010.9 ,5 ,0.00 ,0.00 ,SW,54 ,416.67 ,Ci,1.7 ,4.07 ,0.0055 ,1.2276 ,28.32 ,175.56 ,,
1,10 ,14,13.80 ,1010.4 ,4 ,0.00 ,0.00 ,S,56 ,397.22 ,Cu,2.8 ,4.33 ,0.0055 ,1.2301 ,27.67 ,182.33 ,,
1,10 ,15,12.70 ,1009.8 ,3 ,0.00 ,0.00 ,S,58 ,227.78 ,Cu,2.0 ,4.60 ,0.0053 ,1.2349 ,26.06 ,53.22 ,,
1,10 ,16,11.80 ,1010.1 ,4 ,0.00 ,0.00 ,SSE,58 ,102.78 ,Cu,2.0 ,3.77 ,0.0049 ,1.2388 ,24.30 ,11.09 ,,
1,10 ,17,11.20 ,1010.4 ,6 ,0.00 ,0.00 ,SSE,57 ,47.22 ,Sc,2.7 ,2.93 ,0.0047 ,1.2414 ,23.13 ,10.05 ,,
1,10 ,18,10.20 ,1010.7 ,7 ,0.00 ,0.00 ,NE,57 ,0.00 ,Sc,1.0 ,2.10 ,0.0044 ,1.2458 ,21.29 ,0.00 ,,
1,10 ,19,9.30 ,1010.9 ,5 ,0.00 ,0.00 ,NE,62 ,0.00 ,Sc,4.7 ,2.53 ,0.0045 ,1.2497 ,20.64 ,0.00 ,,
1,10 ,20,9.00 ,1011.2 ,4 ,0.00 ,0.00 ,E,67 ,0.00 ,Sc,2.2 ,2.97 ,0.0048 ,1.2511 ,21.01 ,0.00 ,,
1,10 ,21,8.20 ,1011.4 ,2 ,0.00 ,0.00 ,E,72 ,0.00 ,Sc,3.7 ,3.40 ,0.0048 ,1.2546 ,20.41 ,0.00 ,,
1,10 ,22,8.00 ,1011.4 ,1 ,0.00 ,0.00 ,E,75 ,0.00 ,Sc,5.0 ,3.53 ,0.0050 ,1.2555 ,20.49 ,0.00 ,,
1,10 ,23,7.70 ,1011.4 ,1 ,0.00 ,0.00 ,SE,77 ,0.00 ,0,2.0 ,3.67 ,0.0050 ,1.2569 ,20.38 ,0.00 ,,
1,10 ,24,6.90 ,1011.4 ,0 ,0.00 ,0.00 ,E,80 ,0.00 ,0,3.8 ,3.80 ,0.0049 ,1.2604 ,19.30 ,0.00 ,,
1,11 ,1,6.73 ,1011.6 ,1 ,0.00 ,0.00 ,ESE,82 ,0.00 ,0,3.5 ,3.90 ,0.0050 ,1.2612 ,19.25 ,0.00 ,,
1,11 ,2,6.57 ,1011.7 ,3 ,0.00 ,0.00 ,SE,83 ,0.00 ,Ci,3.2 ,4.00 ,0.0050 ,1.2619 ,19.19 ,0.00 ,,
1,11 ,3,6.40 ,1011.9 ,4 ,0.00 ,0.00 ,E,85 ,0.00 ,Ci,3.3 ,4.10 ,0.0051 ,1.2627 ,19.13 ,0.00 ,,
1,11 ,4,6.30 ,1011.8 ,4 ,0.00 ,0.00 ,W,87 ,0.00 ,Ci,1.5 ,4.10 ,0.0051 ,1.2632 ,19.24 ,0.00 ,,
1,11 ,5,5.90 ,1011.8 ,3 ,0.00 ,0.00 ,NNE,89 ,0.00 ,Ci,1.5 ,4.10 ,0.0051 ,1.2650 ,18.77 ,0.00 ,,
1,11 ,6,5.40 ,1011.7 ,3 ,0.00 ,0.00 ,SSW,91 ,0.00 ,Ci,1.7 ,4.10 ,0.0050 ,1.2672 ,18.10 ,0.00 ,,
1,11 ,7,4.90 ,1011.9 ,3 ,0.00 ,0.00 ,E,90 ,0.00 ,Ci,0.7 ,3.87 ,0.0048 ,1.2695 ,17.02 ,0.00 ,,
1,11 ,8,4.90 ,1012.1 ,4 ,0.00 ,0.00 ,정온,89 ,0.00 ,ScCi,0.0 ,3.63 ,0.0048 ,1.2695 ,16.89 ,0.00 ,,
1,11 ,9,5.40 ,1012.3 ,4 ,0.00 ,0.00 ,N,88 ,66.67 ,ScCi,0.3 ,3.40 ,0.0049 ,1.2672 ,17.68 ,5.33 ,,
1,11 ,10,7.00 ,1012.1 ,4 ,0.00 ,0.00 ,SE,80 ,158.33 ,ScCi,0.7 ,3.33 ,0.0049 ,1.2600 ,19.44 ,17.37 ,,
1,11 ,11,7.70 ,1011.9 ,3 ,0.00 ,0.00 ,NE,71 ,236.11 ,Sc,3.7 ,3.27 ,0.0046 ,1.2569 ,19.39 ,36.69 ,,
1,11 ,12,9.90 ,1011.7 ,3 ,0.00 ,0.00 ,NE,63 ,338.89 ,Sc,2.0 ,3.20 ,0.0047 ,1.2471 ,21.91 ,93.94 ,,
1,11 ,13,10.90 ,1011.4 ,3 ,0.00 ,0.00 ,ENE,59 ,441.67 ,Sc,3.3 ,2.97 ,0.0047 ,1.2427 ,22.87 ,204.33 ,,
1,11 ,14,11.70 ,1011.0 ,2 ,0.00 ,0.00 ,N,54 ,411.11 ,Sc,3.3 ,2.73 ,0.0046 ,1.2392 ,23.40 ,197.84 ,,
1,11 ,15,12.50 ,1010.7 ,2 ,0.00 ,0.00 ,ENE,50 ,325.00 ,Sc,1.7 ,2.50 ,0.0045 ,1.2357 ,23.86 ,152.44 ,,
1,11 ,16,11.30 ,1010.9 ,3 ,0.00 ,0.00 ,ENE,57 ,202.78 ,Sc,2.8 ,3.10 ,0.0047 ,1.2409 ,23.25 ,88.41 ,,
1,11 ,17,10.90 ,1011.2 ,4 ,0.00 ,0.00 ,S,64 ,72.22 ,Sc,1.0 ,3.70 ,0.0052 ,1.2427 ,23.96 ,33.86 ,,
1,11 ,18,9.40 ,1011.4 ,5 ,0.00 ,0.00 ,ENE,71 ,0.00 ,Sc,1.5 ,4.30 ,0.0052 ,1.2493 ,22.48 ,0.00 ,,
1,11 ,19,8.40 ,1012.0 ,4 ,0.00 ,0.00 ,ESE,71 ,0.00 ,Sc,3.7 ,3.37 ,0.0048 ,1.2537 ,20.61 ,0.00 ,,
1,11 ,20,7.30 ,1012.5 ,4 ,0.00 ,0.00 ,ESE,71 ,0.00 ,Sc,4.5 ,2.43 ,0.0045 ,1.2586 ,18.61 ,0.00 ,,
1,11 ,21,6.30 ,1013.1 ,3 ,0.00 ,0.00 ,ESE,71 ,0.00 ,Sc,4.5 ,1.50 ,0.0042 ,1.2632 ,16.85 ,0.00 ,,
1,11 ,22,5.70 ,1013.5 ,2 ,0.00 ,0.00 ,ESE,75 ,0.00 ,Sc,3.3 ,1.77 ,0.0042 ,1.2659 ,16.33 ,0.00 ,,
1,11 ,23,5.40 ,1013.8 ,2 ,0.00 ,0.00 ,E,78 ,0.00 ,Sc,7.7 ,2.03 ,0.0043 ,1.2672 ,16.32 ,0.00 ,,
1,11 ,24,5.20 ,1014.2 ,1 ,0.00 ,0.00 ,ESE,82 ,0.00 ,Sc,5.0 ,2.30 ,0.0045 ,1.2681 ,16.48 ,0.00 ,,
1,12 ,1,4.80 ,1013.9 ,2 ,0.00 ,0.00 ,ESE,82 ,0.00 ,0,3.0 ,2.03 ,0.0043 ,1.2700 ,15.72 ,0.00 ,,
1,12 ,2,4.40 ,1013.6 ,2 ,0.00 ,0.00 ,ESE,81 ,0.00 ,Sc,5.5 ,1.77 ,0.0042 ,1.2718 ,14.96 ,0.00 ,,
1,12 ,3,4.40 ,1013.3 ,3 ,0.00 ,0.00 ,ESE,81 ,0.00 ,Sc,4.7 ,1.50 ,0.0042 ,1.2718 ,14.92 ,0.00 ,,
1,12 ,4,4.50 ,1013.1 ,2 ,0.00 ,0.00 ,ESE,80 ,0.00 ,Sc,4.3 ,1.43 ,0.0042 ,1.2713 ,15.01 ,0.00 ,,
1,12 ,5,4.50 ,1013.0 ,2 ,0.00 ,0.00 ,ESE,80 ,0.00 ,Ci,3.0 ,1.37 ,0.0041 ,1.2713 ,14.92 ,0.00 ,,
1,12 ,6,4.40 ,1012.8 ,1 ,0.00 ,0.00 ,ESE,79 ,0.00 ,Ci,3.3 ,1.30 ,0.0041 ,1.2718 ,14.66 ,0.00 ,,
1,12 ,7,4.60 ,1013.3 ,4 ,0.00 ,0.00 ,E,79 ,0.00 ,Ci,3.0 ,1.43 ,0.0041 ,1.2709 ,15.01 ,0.00 ,,
1,12 ,8,4.90 ,1013.9 ,6 ,0.00 ,0.00 ,NE,79 ,2.78 ,ScCi,2.0 ,1.57 ,0.0042 ,1.2695 ,15.53 ,0.22 ,,
1,12 ,9,4.80 ,1014.4 ,9 ,0.00 ,0.00 ,SE,79 ,44.44 ,ScCi,2.0 ,1.70 ,0.0042 ,1.2700 ,15.36 ,3.56 ,,
1,12 ,10,6.10 ,1014.0 ,8 ,0.00 ,0.00 ,NE,71 ,186.11 ,ScCi,2.7 ,1.57 ,0.0041 ,1.2641 ,16.50 ,28.09 ,,
1,12 ,11,7.70 ,1013.5 ,7 ,0.00 ,0.00 ,NE,63 ,300.00 ,Ci,2.3 ,1.43 ,0.0041 ,1.2569 ,18.02 ,78.95 ,,
1,12 ,12,9.90 ,1013.1 ,6 ,0.00 ,0.00 ,NE,55 ,411.11 ,Ci,1.2 ,1.30 ,0.0041 ,1.2471 ,20.38 ,167.09 ,,
1,12 ,13,10.60 ,1012.4 ,7 ,0.00 ,0.00 ,E,55 ,352.78 ,Ci,1.0 ,1.43 ,0.0044 ,1.2440 ,21.66 ,104.82 ,,
1,12 ,14,10.80 ,1011.8 ,9 ,0.00 ,0.00 ,NNE,56 ,255.56 ,As,1.3 ,1.57 ,0.0045 ,1.2431 ,22.08 ,45.79 ,,
1,12 ,15,10.20 ,1011.1 ,10 ,0.00 ,0.00 ,SW,56 ,150.00 ,As,2.3 ,1.70 ,0.0043 ,1.2458 ,21.09 ,14.42 ,,
1,12 ,16,10.20 ,1011.2 ,10 ,0.00 ,0.00 ,SW,55 ,125.00 ,As,1.7 ,0.97 ,0.0043 ,1.2458 ,20.96 ,19.04 ,,
1,12 ,17,9.30 ,1011.4 ,10 ,0.00 ,0.00 ,W,55 ,36.11 ,As,2.0 ,0.23 ,0.0040 ,1.2497 ,19.30 ,3.77 ,,
1,12 ,18,8.30 ,1011.5 ,10 ,0.00 ,0.00 ,N,54 ,0.00 ,As,3.7 ,-0.50 ,0.0036 ,1.2542 ,17.52 ,0.00 ,,
1,12 ,19,7.80 ,1011.5 ,10 ,0.00 ,0.00 ,N,54 ,0.00 ,As,2.7 ,-0.63 ,0.0035 ,1.2564 ,16.76 ,0.00 ,,
1,12 ,20,7.30 ,1011.5 ,10 ,0.00 ,0.00 ,NNE,55 ,0.00 ,ScAs,3.3 ,-0.77 ,0.0034 ,1.2586 ,16.00 ,0.00 ,,
1,12 ,21,7.20 ,1011.5 ,10 ,0.00 ,0.00 ,NE,55 ,0.00 ,ScAs,2.7 ,-0.90 ,0.0034 ,1.2591 ,15.90 ,0.00 ,,
1,12 ,22,7.20 ,1011.3 ,9 ,0.00 ,0.00 ,NE,57 ,0.00 ,ScAs,3.0 ,-1.00 ,0.0036 ,1.2591 ,16.16 ,0.00 ,,
1,12 ,23,6.40 ,1011.1 ,7 ,0.00 ,0.00 ,NE,58 ,0.00 ,As,5.7 ,-1.10 ,0.0035 ,1.2627 ,15.12 ,0.00 ,,
1,12 ,24,6.00 ,1010.9 ,6 ,0.00 ,0.00 ,NNE,60 ,0.00 ,As,1.2 ,-1.20 ,0.0035 ,1.2645 ,14.72 ,0.00 ,,
1,13 ,1,5.67 ,1010.9 ,7 ,0.00 ,0.00 ,NNE,62 ,0.00 ,Sc,2.5 ,-1.20 ,0.0035 ,1.2660 ,14.42 ,0.00 ,,
1,13 ,2,5.33 ,1011.0 ,9 ,0.00 ,0.00 ,NW,63 ,0.00 ,As,0.7 ,-1.20 ,0.0035 ,1.2675 ,14.12 ,0.00 ,,
1,13 ,3,5.00 ,1011.0 ,10 ,0.00 ,0.00 ,N,65 ,0.00 ,As,1.3 ,-1.20 ,0.0035 ,1.2691 ,13.80 ,0.00 ,,
1,13 ,4,4.67 ,1010.7 ,10 ,0.00 ,0.00 ,NNE,63 ,0.00 ,As,1.8 ,-1.90 ,0.0033 ,1.2706 ,13.00 ,0.00 ,,
1,13 ,5,4.33 ,1010.5 ,10 ,0.00 ,0.00 ,NE,61 ,0.00 ,As,1.0 ,-2.60 ,0.0031 ,1.2721 ,12.21 ,0.00 ,,
