월,일,시,건구온도(℃),기압(hPa),운량(1~10),적설량(cm),강우량(mm),풍향,상대습도(%),수평면일사(W/m2),운형,퐁속(m/s),이슬점온도(℃),절대습도(Kg/Kg),공기밀도(Kg/㎥),엔탈피(KJ/Kg),직달일사(W/㎡)
1,10,19,-1.7,1010.9,4,0,0,W,57,0,ScCi,2,-8.93,0.0019,1.3004,3.05,0
1,10,20,-2.1,1010.9,4,0,0,NW,56,0,Ci,2.7,-10.07,0.0018,1.3023,2.37,0
1,10,21,-2.5,1010.9,4,0,0,NW,54,0,Ci,2.7,-11.2,0.0017,1.3042,1.71,0
1,10,22,-2.8,1010.9,4,0,0,W,56,0,Ci,3,-11.2,0.0017,1.3057,1.49,0
1,10,23,-3.5,1010.9,4,0,0,SW,59,0,Ci,2,-11.2,0.0017,1.3091,0.74,0
1,10,24,-4.1,1010.9,4,0,0,W,61,0,Ci,1.3,-11.2,0.0017,1.312,0.11,0
1,11,1,-4.27,1010.8,3,0,0,WNW,63,0,ScAs,2.2,-10.73,0.0017,1.3128,0,0
1,11,2,-4.43,1010.6,1,0,0,W,64,0,0,0.7,-10.27,0.0017,1.3136,-0.11,0
1,11,3,-4.6,1010.5,0,0,0,W,66,0,0,0.7,-9.8,0.0018,1.3144,-0.22,0
1,11,4,-4.95,1010.1,0,0,0,W,68,0,0,0.5,-9.67,0.0018,1.3161,-0.53,0
1,11,5,-5.3,1009.8,0,0,0,NE,71,0,0,1.2,-9.53,0.0018,1.3179,-0.86,0
1,11,6,-5.4,1009.4,0,0,0,NE,73,0,0,1,-9.4,0.0018,1.3183,-0.84,0
1,11,7,-5.5,1009.6,3,0,0,NE,74,0,0,0.8,-9.13,0.0019,1.3188,-0.92,0
1,11,8,-5.9,1009.9,5,0,0,NE,75,0,Ci,0.5,-8.87,0.0018,1.3208,-1.4,0
1,11,9,-5.1,1010.1,8,0,0,W,76,0,Ci,0.3,-8.6,0.002,1.3169,-0.24,0
1,11,10,-4.4,1009.9,8,0,0,NNE,73,66.67,Ci,1.5,-8.2,0.002,1.3134,0.53,5.33
1,11,11,-3.6,1009.6,7,0,0,N,70,130.56,Ci,0.7,-7.8,0.002,1.3095,1.42,10.28
1,11,12,-2.2,1009.4,7,0,0,WSW,67,269.44,Ci,2,-7.4,0.0021,1.3028,3.15,53.15
1,11,13,-0.8,1008.9,6,0,0,SW,63,269.44,Ci,1.7,-7.93,0.0022,1.2961,4.79,51.2
1,11,14,-0.4,1008.4,4,0,0,W,59,186.11,Ci,2.8,-8.47,0.0022,1.2942,4.99,19.55
1,11,15,-0.9,1007.9,3,0,0,W,55,144.44,Ci,3.5,-9,0.0019,1.2966,3.94,14.11
1,11,16,-0.2,1007.9,2,0,0,W,53,161.11,Ci,3.5,-9.73,0.002,1.2932,4.68,46.91
1,11,17,-0.7,1007.8,2,0,0,W,50,38.89,Ac,3.3,-10.47,0.0018,1.2956,3.79,4.72
1,11,18,-1.6,1007.8,1,0,0,W,48,0,Ac,2,-11.2,0.0016,1.2999,2.4,0
1,11,19,-2.1,1008.1,3,0,0,WNW,49,0,Ac,2,-11.2,0.0016,1.3023,1.81,0
1,11,20,-2,1008.4,6,0,0,W,49,0,Ac,2.7,-11.2,0.0016,1.3018,1.99,0
1,11,21,-2.2,1008.7,8,0,0,W,50,0,Ac,3.2,-11.2,0.0016,1.3028,1.79,0
1,11,22,-2.4,1008.8,8,0,0,W,51,0,Ac,3.8,-11.2,0.0016,1.3037,1.63,0
1,11,23,-2.5,1009,7,0,0,W,53,0,Ac,2,-11.2,0.0016,1.3042,1.6,0
1,11,24,-3,1009.1,7,0,0,NW,54,0,Ac,1,-11.2,0.0016,1.3066,1.05,0
1,12,1,-3.57,1009.3,5,0,0,WNW,55,0,Ci,2.3,-11.53,0.0016,1.3094,0.41,0
1,12,2,-4.13,1009.5,2,0,0,WNW,57,0,0,3,-11.87,0.0016,1.3121,-0.24,0
1,12,3,-4.7,1009.7,0,0,0,W,58,0,0,3,-12.2,0.0015,1.3149,-0.88,0
1,12,4,-5.3,1009.7,0,0,0,W,61,0,0,3.2,-11.7,0.0015,1.3179,-1.47,0
1,12,5,-5.7,1009.7,0,0,0,W,64,0,0,2,-11.2,0.0016,1.3198,-1.8,0
1,12,6,-5.8,1009.7,0,0,0,WNW,67,0,0,3.2,-10.7,0.0016,1.3203,-1.75,0
1,12,7,-5.9,1010,1,0.33,0,WNW,68,0,0,1,-10.4,0.0016,1.3208,-1.82,0
1,12,8,-5.8,1010.2,1,0.67,0,NNE,69,0,0,1,-10.1,0.0017,1.3203,-1.63,0
1,12,9,-5.5,1010.5,2,1,0,NNE,70,0,0,0.8,-9.8,0.0018,1.3188,-1.17,0
1,12,10,-3.5,1010.5,2,0.67,0,W,62,186.11,0,1.5,-10.27,0.0018,1.3091,1,37.55
1,12,11,-2.2,1010.4,1,0.33,0,W,55,286.11,Sc,2.3,-10.73,0.0018,1.3028,2.16,83.6
1,12,12,-1.2,1010.4,1,0,0,WNW,47,330.56,Sc,2.7,-11.2,0.0016,1.298,2.84,101.29
1,12,13,-0.6,1010.1,1,0.6,0,W,44,338.89,Sc,4.3,-11.2,0.0016,1.2951,3.39,105.54
1,12,14,0,1009.9,0,1.2,0,W,42,325,Ac,5.5,-11.2,0.0016,1.2923,3.92,110.27
1,12,15,0.1,1009.6,0,1.8,0,W,39,266.67,Ac,6.3,-11.2,0.0015,1.2918,3.79,92.06
1,12,16,-0.4,1010,0,1.2,0,W,39,152.78,Ac,3.8,-12.1,0.0014,1.2942,3.19,38.55
1,12,17,-1,1010.3,0,0.6,0,WNW,40,30.56,0,5,-13,0.0014,1.297,2.46,2.51
1,12,18,-1.9,1010.7,0,0,0,W,40,0,0,3,-13.9,0.0013,1.3013,1.36,0
1,12,19,-2.5,1011.3,0,0,0,WSW,41,0,0,5,-14.73,0.0013,1.3042,0.66,0
1,12,20,-3.4,1012,0,0,0,WNW,41,0,0,5,-15.57,0.0012,1.3086,-0.4,0
1,12,21,-5,1012.6,0,0,0,NW,42,0,0,5,-16.4,0.0011,1.3164,-2.31,0
1,12,22,-5.4,1013.1,0,0,0,WNW,47,0,0,4.7,-15.77,0.0012,1.3183,-2.46,0
1,12,23,-6,1013.7,0,0,0,WNW,53,0,0,5.7,-15.13,0.0013,1.3213,-2.87,0
1,12,24,-6.8,1014.2,0,0,0,NW,58,0,0,1.3,-14.5,0.0013,1.3253,-3.57,0
1,13,1,-7.15,1014.4,0,0,0,WSW,60,0,Ac,1,-14.3,0.0013,1.327,-3.9,0
1,13,2,-7.5,1014.7,0,0,0,WSW,62,0,0,3,-14.1,0.0013,1.3288,-4.23,0
1,13,3,-7.5,1014.9,0,0,0,WSW,64,0,0,3.5,-13.9,0.0014,1.3288,-4.12,0
1,13,4,-8,1015.1,0,0,0,WSW,61,0,0,2.5,-14.3,0.0013,1.3313,-4.89,0
1,13,5,-8,1015.2,0,0,0,W,59,0,0,1.7,-14.7,0.0012,1.3313,-5.03,0
1,13,6,-8.3,1015.4,0,0,0,W,56,0,0,0.7,-15.1,0.0011,1.3328,-5.54,0
1,13,7,-8.4,1015.9,0,0,0,W,55,0,0,1,-15.3,0.0011,1.3333,-5.72,0
1,13,8,-8.6,1016.3,0,0,0,WSW,53,5.56,0,1.3,-15.5,0.001,1.3343,-6.03,0.44
1,13,9,-8,1016.8,0,0,0,W,52,80.56,0,1.8,-15.7,0.0011,1.3313,-5.37,8.45
1,13,10,-6.9,1016.9,1,0,0,WNW,48,216.67,0,2.7,-15.93,0.0011,1.3258,-4.27,60.61
1,13,11,-5.9,1017,3,0,0,W,43,308.33,Ac,2.2,-16.17,0.001,1.3208,-3.31,104.28
1,13,12,-4.5,1017.1,4,0,0,WNW,39,369.44,Ac,2.5,-16.4,0.0011,1.3139,-1.9,140.36
1,13,13,-3.8,1016.9,3,0,0,WNW,37,400,Ac,4.5,-16.4,0.0011,1.3105,-1.2,170.52
1,13,14,-3.5,1016.6,1,0,0,WNW,35,363.89,0,5,-16.4,0.001,1.3091,-0.98,151.72
1,13,15,-3.1,1016.4,0,0,0,NW,33,291.67,0,5.3,-16.4,0.001,1.3071,-0.65,117.9
1,13,16,-3.3,1016.5,0,0,0,WNW,37,180.56,0,4.3,-15.77,0.0011,1.3081,-0.59,63.16
1,13,17,-3.6,1016.7,0,0,0,W,41,38.89,0,5,-15.13,0.0012,1.3095,-0.67,4.15
1,13,18,-4.6,1016.8,0,0,0,W,45,0,0,5.2,-14.5,0.0012,1.3144,-1.62,0
1,13,19,-5,1017.5,0,0,0,W,48,0,0,3,-14.1,0.0013,1.3164,-1.9,0
1,13,20,-5.2,1018.2,0,0,0,W,52,0,0,3.3,-13.7,0.0013,1.3174,-1.93,0
1,13,21,-5.6,1018.9,0,0,0,W,55,0,0,3.2,-13.3,0.0014,1.3193,-2.23,0
1,13,22,-6.2,1019.3,0,0,0,WNW,55,0,0,4.8,-13.9,0.0013,1.3223,-2.97,0
1,13,23,-6.7,1019.8,0,0,0,WNW,56,0,0,2.8,-14.5,0.0013,1.3248,-3.57,0
1,13,24,-7.5,1020.2,0,0,0,W,56,0,0,1.7,-15.1,0.0012,1.3288,-4.55,0
1,14,1,-7.83,1020.4,0,0,0,W,56,0,0,1.3,-15.3,0.0012,1.3304,-4.96,0
1,14,2,-8.17,1020.5,0,0,0,W,56,0,0,1.5,-15.5,0.0011,1.3321,-5.37,0
1,14,3,-8.5,1020.7,0,0,0,W,56,0,0,0.5,-15.7,0.0011,1.3338,-5.78,0
1,14,4,-8.8,1020.3,0,0,0,N,53,0,0,0.8,-16.17,0.001,1.3353,-6.31,0
1,14,5,-8.2,1019.8,0,0,0,N,49,0,0,0.8,-16.63,0.001,1.3323,-5.75,0
1,14,6,-7.7,1019.4,0,0,0,N,46,0,0,1.8,-17.1,0.001,1.3298,-5.32,0
1,14,7,-7.6,1019.7,3,0,0,NNE,48,0,0,1.3,-16.63,0.001,1.3293,-5.1,0
1,14,8,-8.2,1020,5,0,0,NNW,50,11.11,As,1.3,-16.17,0.001,1.3323,-5.72,0.91
1,14,9,-7.4,1020.3,8,0,0,WNW,52,69.44,As,1.5,-15.7,0.0011,1.3283,-4.64,5.91
1,14,10,-6.7,1020.2,8,0,0,WNW,49,122.22,As,2,-15.5,0.0011,1.3248,-3.93,10.82
1,14,11,-6,1020,9,0,0,WNW,47,133.33,Cs,1.8,-15.3,0.0011,1.3213,-3.23,10.51
1,14,12,-5,1019.9,9,0,0,NNE,44,147.22,Cs,1.3,-15.1,0.0011,1.3164,-2.18,11.57
1,14,13,-4.5,1019.2,9,0,0,SW,41,180.56,Cs,0.5,-15.53,0.0011,1.3139,-1.79,15.77
1,14,14,-3.2,1018.6,9,0,0,W,37,241.67,Cs,1.8,-15.97,0.0011,1.3076,-0.45,41.62
1,14,15,-2.9,1017.9,9,0,0,WNW,34,163.89,Cs,3,-16.4,0.001,1.3062,-0.34,19.06
1,14,16,-2.9,1018.1,8,0,0,W,33,97.22,Cs,2.7,-16.63,0.001,1.3062,-0.39,9.22
1,14,17,-2.8,1018.4,7,0,0,WNW,33,25,Ci,3.3,-16.87,0.001,1.3057,-0.32,2
1,14,18,-3.4,1018.6,6,0,0,NW,32,0,Ci,1.8,-17.1,0.0009,1.3086,-1.08,0
1,14,19,-4.2,1018.5,4,0,0,NW,35,0,Ci,1.7,-16.87,0.001,1.3125,-1.82,0
1,14,20,-4.8,1018.5,2,0,0,NW,38,0,0,0.5,-16.63,0.001,1.3154,-2.33,0
1,14,21,-5.3,1018.4,0,0,0,NNE,41,0,0,1.2,-16.4,0.001,1.3179,-2.73,0
1,14,22,-5.8,1018.3,0,0,0,NE,45,0,0,1.7,-15.77,0.0011,1.3203,-3.09,0
1,14,23,-6,1018.2,0,0,0,NE,49,0,0,2,-15.13,0.0012,1.3213,-3.09,0
1,14,24,-6.3,1018.1,0,0,0,NE,53,0,0,1.8,-14.5,0.0012,1.3228,-3.23,0
1,15,1,-6.5,1017.8,0,0,0,NE,54,0,0,1.3,-14.3,0.0013,1.3238,-3.42,0
1,15,2,-6.7,1017.5,0,0,0,NE,55,0,0,2,-14.1,0.0013,1.3248,-3.61,0
1,15,3,-6.9,1017.2,0,0,0,ESE,56,0,0,1.7,-13.9,0.0013,1.3258,-3.8,0
1,15,4,-6.7,1017,3,0,0,ENE,56,0,0,1.7,-13.7,0.0013,1.3248,-3.54,0
1,15,5,-6.5,1016.9,7,0,0,ENE,57,0,StAs,2.3,-13.5,0.0013,1.3238,-3.27,0
1,15,6,-6.3,1016.7,10,0,0,NE,57,0,StAs,2.2,-13.3,0.0013,1.3228,-2.99,0
1,15,7,-6.4,1016.7,10,0,0,ENE,66,0,StAs,2.2,-11.47,0.0015,1.3233,-2.62,0
1,15,8,-6.2,1016.8,10,0,0,NE,74,0,ScAs,3,-9.63,0.0018,1.3223,-1.84,0
1,15,9,-5.5,1016.8,10,0,0,NE,83,2.78,ScAs,2.3,-7.8,0.0021,1.3188,-0.35,0.22
1,15,10,-4.8,1017,10,0,0,NE,82,16.67,ScAs,2.7,-7.33,0.0022,1.3154,0.55,1.33
1,15,11,-4.1,1017.1,10,0,0,NE,80,44.44,ScAs,2.3,-6.87,0.0022,1.312,1.45,3.56
1,15,12,-3.2,1017.3,10,0,0,NE,79,100,ScAs,2,-6.4,0.0024,1.3076,2.65,8
1,15,13,-1.7,1016.9,8,0.7,0,NE,76,272.22,ScAs,0.7,-5.47,0.0025,1.3004,4.58,50.38
1,15,14,1,1016.6,5,1.4,0,WSW,72,297.22,Ci,0.7,-4.53,0.0029,1.2876,8.34,80.12
1,15,15,1.7,1016.2,3,2.1,0,SSW,69,208.33,Ci,1.3,-3.6,0.0029,1.2843,9.07,39.76
1,15,16,0.9,1016.6,3,1.4,0,NW,66,125,Ci,1,-4.53,0.0027,1.288,7.54,18.48
1,15,17,0.4,1016.9,3,0.7,0,W,63,22.22,Sc,1.7,-5.47,0.0024,1.2904,6.51,1.78
1,15,18,0.4,1017.3,3,0,0,WNW,60,0,Sc,1.3,-6.4,0.0023,1.2904,6.22,0
1,15,19,-0.1,1017.5,3,1.23,0,SW,66,0,Sc,0.7,-6.07,0.0025,1.2928,6.1,0
1,15,20,-1.4,1017.7,4,2.47,0,NNE,73,0,Sc,1,-5.73,0.0025,1.2989,4.77,0
1,15,21,-1.9,1017.9,4,3.7,0,NE,79,0,Sc,1.5,-5.4,0.0026,1.3013,4.56,0
1,15,22,-2.4,1017.9,3,2.47,0,NE,82,0,Sc,2,-5.17,0.0026,1.3037,4.08,0
1,15,23,-2.7,1017.9,1,1.23,0,NE,86,0,0,2,-4.93,0.0026,1.3052,3.89,0
1,15,24,-3.1,1017.9,0,0,0,ENE,89,0,0,1.5,-4.7,0.0027,1.3071,3.55,0
1,16,1,-3.4,1017.8,0,0,0,NE,89,0,0,1.7,-4.93,0.0026,1.3086,3.12,0
1,16,2,-3.7,1017.7,0,0,0,ENE,90,0,0,1.5,-5.17,0.0026,1.31,2.7,0
1,16,3,-4,1017.6,0,0,0,ENE,90,0,0,1.5,-5.4,0.0025,1.3115,2.27,0
1,16,4,-3.7,1017.2,3,0,0,ENE,89,0,0,1.8,-5.27,0.0025,1.31,2.62,0
1,16,5,-3.4,1016.7,6,0,0,ENE,87,0,ScAc,1.8,-5.13,0.0026,1.3086,2.97,0
1,16,6,-2.8,1016.3,9,0,0,ENE,86,0,ScAc,2,-5,0.0026,1.3057,3.77,0
1,16,7,-2.6,1016.2,7,0,0,ENE,85,0,ScAc,2,-5,0.0027,1.3047,4.02,0
1,16,8,-2.8,1016.1,5,0,0,ENE,85,2.78,ScAc,1.5,-5,0.0026,1.3057,3.67,0.22
1,16,9,-2.4,1016,3,0,0,ENE,84,69.44,ScAc,1.7,-5,0.0027,1.3037,4.21,5.83
1,16,10,-0.9,1015.6,3,0,0,ENE,76,133.33,ScAc,2.3,-5.13,0.0027,1.2966,5.8,13.07
1,16,11,0.2,1015.3,4,0,0,ENE,68,219.44,AcCi,2.2,-5.27,0.0026,1.2913,6.7,34
1,16,12,1.8,1014.9,4,0,0,ENE,60,311.11,AcCi,1.7,-5.4,0.0026,1.2838,8.25,80.03
1,16,13,3.6,1013.9,6,0,0,NE,60,247.22,AcCi,1.8,-4.33,0.0029,1.2755,10.91,36.46
1,16,14,4,1012.9,8,0,0,NE,59,150,ScAs,2.2,-3.27,0.003,1.2736,11.48,11.99
1,16,15,5,1011.9,10,0,0,S,59,75,ScAs,1.7,-2.2,0.0032,1.2691,12.99,6
1,16,16,6.3,1011.6,10,0,0,SSW,62,75,ScAs,4.7,-1.17,0.0037,1.2632,15.56,5.9
1,16,17,6.3,1011.3,9,0,0,SSW,66,27.78,ScAc,5.7,-0.13,0.0039,1.2632,16.05,2.22
1,16,18,6,1011,9,0,0,SSW,69,0,ScAc,5.3,0.9,0.004,1.2645,16.03,0
1,16,19,5.9,1010.6,9,0,0,SSW,73,0,ScAc,5.3,1.57,0.0042,1.265,16.4,0
1,16,20,5.7,1010.2,10,0,0,SSW,76,0,ScAs,4.7,2.23,0.0043,1.2659,16.57,0
1,16,21,5.8,1009.8,10,0,0,SSW,80,0,ScAs,4.3,2.9,0.0046,1.2654,17.28,0
1,16,22,5.8,1009.7,10,0,0.43,SW,81,0,ScAs,6.3,2.23,0.0046,1.2654,17.47,0
1,16,23,5.3,1009.7,10,0,0.87,WNW,83,0,StAs,3.5,1.57,0.0046,1.2677,16.75,0
1,16,24,3.3,1009.6,10,0,1.3,WNW,84,0,StAs,3.3,0.9,0.004,1.2769,13.38,0
1,17,1,2.07,1010.2,8,0,0.87,W,73,0,0,4.7,-2.4,0.0032,1.2826,10.07,0
1,17,2,0.83,1010.8,5,0,0.43,W,62,0,Ac,3,-5.7,0.0025,1.2884,7.04,0
1,17,3,-0.4,1011.4,3,0,0,W,51,0,Ac,4.7,-9,0.0019,1.2942,4.26,0
1,17,4,-0.8,1011.8,2,0,0,W,55,0,Ac,3.7,-9.13,0.002,1.2961,4.08,0
1,17,5,-1.9,1012.2,1,0,0,W,59,0,Sc,3.5,-9.27,0.0019,1.3013,2.92,0
1,17,6,-3.3,1012.6,0,0,0,WNW,63,0,Sc,4.8,-9.4,0.0019,1.3081,1.32,0
1,17,7,-4,1013.6,0,0,0,W,65,0,Sc,3.3,-9.53,0.0018,1.3115,0.52,0
1,17,8,-5.1,1014.7,1,0,0,WNW,67,5.56,0,3.2,-9.67,0.0017,1.3169,-0.82,0.44
1,17,9,-5,1015.7,1,0,0,NW,69,100,0,1.8,-9.8,0.0018,1.3164,-0.56,15.16
1,17,10,-4.6,1016.1,1,0,0,W,67,258.33,0,2.7,-9.53,0.0018,1.3144,-0.17,98.97
1,17,11,-3.8,1016.6,0,0,0,NW,64,380.56,0,3.2,-9.27,0.0018,1.3105,0.74,182.68
1,17,12,-2.8,1017,0,0,0,WNW,62,458.33,0,3,-9,0.0019,1.3057,1.93,242.41
1,17,13,-1.9,1017,0,0,0,W,57,480.56,0,3,-9.57,0.0019,1.3013,2.75,264.1
1,17,14,-1.4,1017,0,0,0,WNW,52,461.11,0,5.2,-10.13,0.0018,1.2989,3.01,265.63
1,17,15,-0.7,1017,0,0,0,W,47,355.56,0,3.3,-10.7,0.0017,1.2956,3.5,188.58
1,17,16,-0.6,1017.4,0,0,0,W,46,222.22,0,4.7,-11.2,0.0017,1.2951,3.54,103.7
1,17,17,-0.7,1017.9,0,0,0,W,45,61.11,0,4,-11.7,0.0016,1.2956,3.32,12.87
1,17,18,-1.6,1018.3,0,0,0,W,44,0,0,3,-12.2,0.0015,1.2999,2.07,0
1,17,19,-2.3,1018.8,0,0,0,W,48,0,0,3.2,-12.03,0.0015,1.3033,1.5,0
1,17,20,-2.9,1019.4,0,0,0,WNW,52,0,0,2.2,-11.87,0.0016,1.3062,1.03,0
1,17,21,-3.8,1019.9,0,0,0,NNW,56,0,0,3,-11.7,0.0016,1.3105,0.15,0
1,17,22,-4.3,1020.2,0,0,0,NW,59,0,0,4.5,-11.37,0.0016,1.313,-0.29,0
1,17,23,-4.8,1020.4,0,0,0,NW,62,0,0,3.2,-11.03,0.0016,1.3154,-0.75,0
1,17,24,-5.3,1020.7,0,0,0,NW,65,0,0,3.7,-10.7,0.0017,1.3179,-1.22,0
1,18,1,-5.4,1020.9,0,0,0,WNW,64,0,StAs,1.7,-11.03,0.0016,1.3183,-1.43,0
1,18,2,-5.5,1021,0,0,0,WNW,62,0,0,0.8,-11.37,0.0016,1.3188,-1.65,0
1,18,3,-5.6,1021.2,0,0,0,WNW,61,0,0,2.7,-11.7,0.0015,1.3193,-1.86,0
1,18,4,-6.1,1021.3,0,0,0,WNW,63,0,0,2.3,-11.87,0.0015,1.3218,-2.38,0
1,18,5,-6.6,1021.4,0,0,0,WNW,65,0,0,2.7,-12.03,0.0015,1.3243,-2.91,0
1,18,6,-7,1021.5,0,0,0,WNW,67,0,0,0.8,-12.2,0.0015,1.3263,-3.32,0
1,18,7,-6.9,1022,0,0,0,WNW,66,0,0,2.2,-12.2,0.0015,1.3258,-3.23,0
1,18,8,-6.9,1022.4,0,0,0,W,66,11.11,0,1,-12.2,0.0015,1.3258,-3.26,0.87
1,18,9,-6.7,1022.9,0,0,0,N,65,113.89,0,2.2,-12.2,0.0015,1.3248,-3.04,22.65
1,18,10,-4.6,1022.8,0,0,0,ENE,58,241.67,0,1.8,-12.37,0.0016,1.3144,-0.75,80.1
1,18,11,-2.8,1022.8,0,0,0,ENE,51,388.89,0,1.8,-12.53,0.0016,1.3057,1.08,191.53
1,18,12,-1.7,1022.7,0,0,0,NE,44,463.89,0,0.7,-12.7,0.0015,1.3004,1.94,247.6
1,18,13,0.2,1022.2,0,0,0,SSW,41,433.33,0,1,-11.73,0.0016,1.2913,4.15,201.82
1,18,14,0.8,1021.7,0,0,0,SW,39,383.33,0,1.8,-10.77,0.0015,1.2885,4.66,165.17
1,18,15,2.1,1021.2,0,0,0,SSW,36,277.78,0,1.7,-9.8,0.0016,1.2824,6.05,93.86
1,18,16,2.1,1021.2,0,0,0,N,37,152.78,0,0.7,-10.77,0.0016,1.2824,6.13,32.42
1,18,17,1.3,1021.3,0,0,0,NW,37,30.56,0,0.8,-11.73,0.0015,1.2862,5.17,2.44
1,18,18,0.1,1021.3,0,0,0,WNW,38,0,0,1.7,-12.7,0.0014,1.2918,3.7,0
1,18,19,-0.6,1021.6,0,0,0,WNW,41,0,0,1.5,-12.37,0.0015,1.2951,3.12,0
1,18,20,-1.2,1021.8,0,0,0,WNW,45,0,0,0.8,-12.03,0.0015,1.298,2.64,0
1,18,21,-2,1022.1,0,0,0,ENE,48,0,0,1.2,-11.7,0.0016,1.3018,1.88,0
1,18,22,-2.5,1022.1,0,0,0,ENE,53,0,0,1,-11.07,0.0017,1.3042,1.63,0
1,18,23,-2.9,1022,0,0,0,NE,58,0,0,1.5,-10.43,0.0018,1.3062,1.49,0
1,18,24,-3.5,1022,0,0,0,NE,63,0,0,0.7,-9.8,0.0018,1.3091,1.05,0
1,19,1,-3.9,1022,0,0,0,NNE,65,0,0,1,-9.67,0.0018,1.311,0.68,0
1,19,2,-4.3,1022.1,0,0,0,E,68,0,0,1.2,-9.53,0.0019,1.313,0.3,0
1,19,3,-4.7,1022.1,0,0,0,NNE,70,0,0,1.3,-9.4,0.0019,1.3149,-0.09,0
1,19,4,-4.7,1021.9,0,0,0,NE,70,0,0,1.3,-9.4,0.0019,1.3149,-0.09,0
1,19,5,-4.7,1021.8,0,0,0,ENE,70,0,0,1.8,-9.4,0.0019,1.3149,-0.09,0
1,19,6,-4.9,1021.6,0,0,0,NE,70,0,0,0.8,-9.4,0.0018,1.3159,-0.36,0
1,19,7,-4.9,1021.9,2,0.07,0,ENE,70,0,0,1.5,-9.13,0.0018,1.3159,-0.36,0
1,19,8,-4.8,1022.1,3,0.13,0,ENE,70,11.11,Ci,1.3,-8.87,0.0018,1.3154,-0.22,0.89
1,19,9,-3.7,1022.4,5,0.2,0,ENE,70,102.78,Ci,2.3,-8.6,0.002,1.31,1.28,15.91
1,19,10,-1.9,1022.3,3,0.13,0,ENE,64,258.33,Ci,2,-8.1,0.0021,1.3013,3.3,96.58
1,19,11,0.2,1022.1,2,0.07,0,ENE,57,372.22,0,1.8,-7.6,0.0022,1.2913,5.68,168.97
1,19,12,2.1,1022,0,0,0,NE,51,436.11,0,2.2,-7.1,0.0022,1.2824,7.7,210.15
1,19,13,3.8,1021.1,0,0,0,E,47,433.33,0,2.3,-7.1,0.0023,1.2746,9.64,199.75
1,19,14,5,1020.3,0,0,0,ESE,43,361.11,0,1.7,-7.1,0.0023,1.2691,10.82,137.46
1,19,15,5.8,1019.4,0,0,0,NE,39,266.67,0,1.5,-7.1,0.0022,1.2654,11.39,81.29
1,19,16,5.6,1019.3,2,0,0,E,40,152.78,0,2,-7.6,0.0022,1.2663,11.2,31.48
1,19,17,5.3,1019.2,4,0,0,NE,40,41.67,Ci,1.3,-8.1,0.0022,1.2677,10.88,3.71
1,19,18,3.1,1019.1,6,0,0,NE,41,0,Ci,2.2,-8.6,0.0019,1.2778,7.94,0
1,19,19,3.4,1019.2,5,0.33,0,NE,44,0,Ci,1.2,-8.2,0.0021,1.2764,8.75,0
1,19,20,1.9,1019.3,4,0.67,0,NE,48,0,Ci,1.7,-7.8,0.0021,1.2834,7.06,0
1,19,21,1.1,1019.4,3,1,0,NE,51,0,Ci,0.8,-7.4,0.0021,1.2871,6.31,0
1,19,22,0.7,1019,2,0.67,0,ENE,56,0,Ci,2,-6.93,0.0022,1.289,6.22,0
1,19,23,0.6,1018.5,1,0.33,0,ENE,60,0,0,1.2,-6.47,0.0024,1.2895,6.54,0
1,19,24,-0.1,1018.1,0,0,0,NE,65,0,0,1.5,-6,0.0024,1.2928,5.98,0
1,20,1,-0.67,1017.9,0,0,0,E,69,0,0,1,-5.8,0.0025,1.2954,5.49,0
1,20,2,-1.23,1017.8,0,0,0,NE,72,0,0,1.5,-5.6,0.0025,1.2981,4.98,0
1,20,3,-1.8,1017.6,0,0,0,NE,76,0,0,0.8,-5.4,0.0025,1.3009,4.46,0
1,20,4,-2.25,1017.5,0,0,0,NE,78,0,0,1,-5.6,0.0025,1.303,3.93,0
1,20,5,-2.7,1017.4,0,0,0,NNE,79,0,0,1.5,-5.8,0.0025,1.3052,3.4,0
1,20,6,-3.2,1017.3,0,0,0,NNE,81,0,0,2,-6,0.0024,1.3076,2.8,0
1,20,7,-3.3,1017.4,0,0,0,NNE,81,0,0,2.3,-5.9,0.0024,1.3081,2.63,0
1,20,8,-3.6,1017.5,0,0,0,NNE,80,8.33,0,1.8,-5.8,0.0023,1.3095,2.17,0.67
1,20,9,-2.8,1017.6,0,0,0,NE,80,127.78,0,1.5,-5.7,0.0025,1.3057,3.31,31.55
1,20,10,0.9,1017.2,0,0,0,ENE,66,313.89,0,2,-6.53,0.0027,1.288,7.54,162.49
1,20,11,3.5,1016.8,0,0,0,NE,52,411.11,0,1.3,-7.37,0.0025,1.2759,9.82,216.35
1,20,12,5.3,1016.4,0,0,0,NE,38,483.33,0,1.3,-8.2,0.0021,1.2677,10.56,268.51
1,20,13,7.4,1015.6,1,0,0,E,33,483.33,0,1.7,-9.03,0.0021,1.2582,12.75,261.09
1,20,14,8.9,1014.9,2,0,0,ENE,29,408.33,Ac,1.2,-9.87,0.002,1.2515,14,191.44
1,20,15,9,1014.1,3,0,0,SSW,24,252.78,Ac,0.8,-10.7,0.0017,1.2511,13.31,67.38
1,20,16,9,1013.9,4,0,0,W,28,125,Ac,0.5,-9.27,0.002,1.2511,14.08,16.1
1,20,17,8.7,1013.8,5,0,0,NE,33,55.56,AcCi,0.8,-7.83,0.0023,1.2524,14.43,7.73
